Sample,Interpretation,Type,Coordination,Class,Formula,Standard,Ox state,Temp [K],HWHM [mm/s],IS [mm/s],IS error [mm/s],QS [mm/s],QS error [mm/s],Qshift [mm/s],Calculated,Bhf [T],Bhf error [T],Site,Nsites,RA [%],Model,SampleID,Title,Author,Date,Publication type,doi,URL
Ferroaxinite,Ferroaxinite,Mineral,,,,,,295,,0.57,,0.39,,,,,,2,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Schorl (tourmaline),Schorl (tourmaline),Mineral,T,,,,,295,,0.17,,0.51,,,,,,1,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Schorl (tourmaline),Schorl (tourmaline),Mineral,Y,,,,,295,,0.43,,0.82,,,,,,2,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Schorl (tourmaline),Schorl (tourmaline),Mineral,ED,,,,,295,,0.77,,1.21,,,,,,3,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Schorl (tourmaline),Schorl (tourmaline),Mineral,Y,,,,,295,,1.09,,2.47,,,,,,4,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Schorl (tourmaline),Schorl (tourmaline),Mineral,Y,,,,,295,,1.09,,2.19,,,,,,5,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Schorl (tourmaline),Schorl (tourmaline),Mineral,Y,,,,,295,,1.07,,1.6,,,,,,6,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Beryl,Beryl,Mineral,,,,,,295,,1.16,,2.7,,,,,,1,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Beryl,Beryl,Mineral,,,,,,295,,0.59,,0.86,,,,,,2,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Cordierite,Cordierite,Mineral,,,,,,295,,1.19,,2.3,,,,,,1,1,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Ferrosilite,Ferrosilite,Mineral,M1,,,,,295,,1.18,,2.49,,,,,,1,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Ferrosilite,Ferrosilite,Mineral,M2,,,,,295,,1.13,,1.91,,,,,,2,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Hedenbergite,Hedenbergite,Mineral,M1,,,,,295,,1.18,,2.21,,,,,,1,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Hedenbergite,Hedenbergite,Mineral,M1,,,,,295,,0.34,,0.68,,,,,,2,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Diopside,Diopside,Mineral,M1,,,,,295,,1.16,,1.87,,,,,,1,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Diopside,Diopside,Mineral,M2,,,,,295,,1.15,,2.14,,,,,,2,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Babingtonite,Babingtonite,Mineral,M,,,,,295,,0.3,,0.77,,,,,,1,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Babingtonite,Babingtonite,Mineral,M,,,,,295,,0.4,,0.84,,,,,,2,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Babingtonite,Babingtonite,Mineral,M,,,,,295,,1.2,,2.41,,,,,,3,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Tremolite-actinolite,Tremolite-actinolite,Mineral,M1,,,,,295,,1.11,,2.85,,,,,,1,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Tremolite-actinolite,Tremolite-actinolite,Mineral,M2,,,,,295,,1.12,,1.8,,,,,,2,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Tremolite-actinolite,Tremolite-actinolite,Mineral,M3,,,,,295,,1.11,,2.4,,,,,,3,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Kaersutite,Kaersutite,Mineral,M,,,,,295,,1.11,,2.05,,,,,,1,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Kaersutite,Kaersutite,Mineral,M,,,,,295,,1.06,,2.41,,,,,,2,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Kaersutite,Kaersutite,Mineral,M,,,,,295,,0.39,,0.87,,,,,,3,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Winchite,Winchite,Mineral,M2,,,,,295,,1.13,,1.9,,,,,,1,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Winchite,Winchite,Mineral,M1+M3,,,,,295,,1.13,,2.86,,,,,,2,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Surinamite,Surinamite,Mineral,M,,,,,295,,0.35,,0.53,,,,,,1,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Surinamite,Surinamite,Mineral,M1+M5,,,,,295,,1.2,,2.42,,,,,,2,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Surinamite,Surinamite,Mineral,M4+M7,,,,,295,,1.12,,2.02,,,,,,3,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Surinamite,Surinamite,Mineral,M8,,,,,295,,1.03,,1.3,,,,,,4,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Surinamite,Surinamite,Mineral,M2,,,,,295,,0.36,,1.09,,,,,,5,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Surinamite,Surinamite,Mineral,M3+M6+m9,,,,,295,,0.31,,0.92,,,,,,6,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Clintonite,Clintonite,Mineral,M,,,,,295,,0.47,,0.51,,,,,,1,1,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Chlorite,Chlorite,Mineral,T,,,,,295,,0.25,,0.5,,,,,,1,7,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Chlorite,Chlorite,Mineral,M,,,,,295,,1.09,,2.59,,,,,,2,7,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Chlorite,Chlorite,Mineral,M,,,,,295,,1.11,,2.33,,,,,,3,7,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Chlorite,Chlorite,Mineral,M,,,,,295,,1.14,,2.66,,,,,,4,7,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Chlorite,Chlorite,Mineral,T,,,,,295,,0.12,,0.39,,,,,,5,7,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Chlorite,Chlorite,Mineral,M,,,,,295,,0.35,,0.4,,,,,,6,7,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Chlorite,Chlorite,Mineral,M,,,,,295,,0.35,,0.65,,,,,,7,7,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Illite,Illite,Mineral,M,,,,,295,,1.12,,2.61,,,,,,1,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Illite,Illite,Mineral,M,,,,,295,,0.36,,0.61,,,,,,2,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Phlogopite,Phlogopite,Mineral,M,,,,,295,,1.13,,2.57,,,,,,1,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Phlogopite,Phlogopite,Mineral,M,,,,,295,,1.12,,2.15,,,,,,2,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Phlogopite,Phlogopite,Mineral,M,,,,,295,,0.4,,0.87,,,,,,3,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Phlogopite,Phlogopite,Mineral,T,,,,,295,,0.2,,0.75,,,,,,4,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Talc,Talc,Mineral,M,,,,,295,,1.13,,2.57,,,,,,1,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Talc,Talc,Mineral,M,,,,,295,,1.12,,2.15,,,,,,2,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Kaolinite,Kaolinite,Mineral,M,,,,,295,,0.41,,0.46,,,,,,1,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Kaolinite,Kaolinite,Mineral,M,,,,,295,,1.11,,2.53,,,,,,2,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Glauconite,Glauconite,Mineral,M,,,,,295,,1.11,,2.71,,,,,,1,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Glauconite,Glauconite,Mineral,M,,,,,295,,0.33,,0.45,,,,,,2,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Glauconite,Glauconite,Mineral,M,,,,,295,,0.34,,0.99,,,,,,3,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Lizardite,Lizardite,Mineral,M,,,,,295,,1.14,,2.7,,,,,,1,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Lizardite,Lizardite,Mineral,M,,,,,295,,0.4,,0.7,,,,,,2,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Lizardite,Lizardite,Mineral,T,,,,,295,,0.24,,0.39,,,,,,3,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Chrysotile,Chrysotile,Mineral,M,,,,,295,,1.13,,2.75,,,,,,1,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Chrysotile,Chrysotile,Mineral,M,,,,,295,,0.31,,0.86,,,,,,2,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Chrysotile,Chrysotile,Mineral,T,,,,,295,,0.18,,0.33,,,,,,3,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Feldspar,Feldspar,Mineral,M,,,,,295,,1.14,,2.12,,,,,,1,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Feldspar,Feldspar,Mineral,M,,,,,295,,0.92,,2.09,,,,,,2,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Feldspar,Feldspar,Mineral,M,,,,,295,,1.09,,1.45,,,,,,3,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Feldspar,Feldspar,Mineral,,,,,,295,,0.19,,1.22,,,,,,4,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Feldspar,Feldspar,Mineral,,,,,,295,,0.55,,1.33,,,,,,5,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Feldspar,Feldspar,Mineral,,,,,,295,,0.24,,1.19,,,,,,6,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Green Rust II (SO4),Green Rust II (SO4),Mineral,D1,,,,2,78,0.14,1.27,,2.88,,,,,,1,2,66,,,Thermodynamic Equilibria in Aqueous Suspensions of Synthetic and Natural Fe(II)−Fe(III) Green Rusts:  Occurrences of the Mineral in Hydromorphic Soils,Genin et al.,1998,journal,10.1021/es970547m,
Green Rust II (SO4),Green Rust II (SO4),Mineral,D3,,,,3,78,0.14,0.47,,0.44,,,,,,2,2,34,,,Thermodynamic Equilibria in Aqueous Suspensions of Synthetic and Natural Fe(II)−Fe(III) Green Rusts:  Occurrences of the Mineral in Hydromorphic Soils,Genin et al.,1998,journal,10.1021/es970547m,
Green Rust I (CO32-),Green Rust I (CO32-),Mineral,D1,,,,2,78,0.14,1.27,,2.93,,,,,,1,3,51,,,Thermodynamic Equilibria in Aqueous Suspensions of Synthetic and Natural Fe(II)−Fe(III) Green Rusts:  Occurrences of the Mineral in Hydromorphic Soils,Genin et al.,1998,journal,10.1021/es970547m,
Green Rust I (CO32-),Green Rust I (CO32-),Mineral,D2,,,,2,78,0.14,1.28,,2.64,,,,,,2,3,15,,,Thermodynamic Equilibria in Aqueous Suspensions of Synthetic and Natural Fe(II)−Fe(III) Green Rusts:  Occurrences of the Mineral in Hydromorphic Soils,Genin et al.,1998,journal,10.1021/es970547m,
Green Rust I (CO32-),Green Rust I (CO32-),Mineral,D1,,,,3,78,0.14,0.47,,0.42,,,,,,3,3,34,,,Thermodynamic Equilibria in Aqueous Suspensions of Synthetic and Natural Fe(II)−Fe(III) Green Rusts:  Occurrences of the Mineral in Hydromorphic Soils,Genin et al.,1998,journal,10.1021/es970547m,
Green Rust I (Cl),Green Rust I (Cl),Mineral,D1,,,,2,78,0.14,1.26,,2.8,,,,,,1,3,36,,,Thermodynamic Equilibria in Aqueous Suspensions of Synthetic and Natural Fe(II)−Fe(III) Green Rusts:  Occurrences of the Mineral in Hydromorphic Soils,Genin et al.,1998,journal,10.1021/es970547m,
Green Rust I (Cl),Green Rust I (Cl),Mineral,D2,,,,2,78,0.14,1.27,,2.55,,,,,,2,3,37,,,Thermodynamic Equilibria in Aqueous Suspensions of Synthetic and Natural Fe(II)−Fe(III) Green Rusts:  Occurrences of the Mineral in Hydromorphic Soils,Genin et al.,1998,journal,10.1021/es970547m,
Green Rust I (Cl),Green Rust I (Cl),Mineral,D3,,,,3,78,0.14,0.48,,0.38,,,,,,3,3,27,,,Thermodynamic Equilibria in Aqueous Suspensions of Synthetic and Natural Fe(II)−Fe(III) Green Rusts:  Occurrences of the Mineral in Hydromorphic Soils,Genin et al.,1998,journal,10.1021/es970547m,
